Player ID,Purchase Frequency,Total Booster Usage,Level Progression Rate,Time Since Last Purchase,Average Daily Playtime,Social Engagement Ratio,Overall Engagement Score,Scaled Social Engagement Ratio,Total Purchase Amount,Churn Prediction,Segment
8346,1,33,0.0152212,9999,1304.571429,6.142857143,1179.321896,6.142857143,26.06,TRUE,2
131449,0,13,0.020719195,9999,912.6363636,9.181818182,827.8103596,9.181818182,0,TRUE,2
132259,1,42,0.007763301,9999,2046.666667,9.222222222,1849.359437,9.222222222,7.89,TRUE,2
132337,1,26,0.0125,9999,33.33333333,0.75,31.43125,0.75,23.5,TRUE,2
132573,1,10,0.023417173,9999,5765,19,5202.711709,19,25.23,TRUE,2
134179,0,10,0.009088354,9999,508.2380952,1.380952381,458.3854966,1.380952381,0,TRUE,2
134953,0,13,0.03012936,9999,1526.75,4.25,1377.065065,4.25,0,TRUE,2
135507,1,41,0.04625,9999,33.33333333,2.958333333,32.99395833,2.958333333,22.53,TRUE,2
136400,1,22,0.0125,9999,160,31,166.60625,31,10.68,TRUE,2
137462,0,12,0.000144379,9999,23087.33333,24.33333333,20795.63341,24.33333333,0,TRUE,2
137476,1,17,0.002259805,9999,13718,54,12384.90113,54,9.45,TRUE,2
138746,1,17,0.06875,9999,33.33333333,1.041666667,31.66354167,1.041666667,3.02,TRUE,2
139261,0,7,0.012355138,9999,453.9565217,3.695652174,411.1540037,3.695652174,0,TRUE,2
133015,1,36,0.026539158,9999,1963.555556,20.66666667,1782.579936,20.66666667,13.31,TRUE,2
133813,1,39,0.001323452,9999,7556,58,6841.900662,58,21.88,TRUE,2
134117,0,3,0.000151658,9999,2997.181818,1.318181818,2698.386439,1.318181818,0,TRUE,2
134824,1,26,0.000970214,9999,429.4583333,0.958333333,388.0838184,0.958333333,0.12,TRUE,2
134932,0,10,0.0125,9999,42.10526316,2.315789474,39.52203947,2.315789474,0,TRUE,2
135507,1,6,0.000951717,9999,3730.1,3.3,3360.300476,3.3,22.53,TRUE,2
136400,1,0,0.010869565,9999,34960,26,31483.10543,26,10.68,TRUE,2
33066,1,0,0.001341922,9999,1490.4,4.8,1345.620671,4.8,53.85,TRUE,2
33513,1,47,0.000653175,9999,4592.95,0.65,4135.010327,0.65,25.62,TRUE,2
33551,1,5,0.056445047,9999,175.4761905,5.619047619,162.7901273,5.619047619,7.23,TRUE,2
33947,1,0,0.001571339,9999,636.4,7.6,578.9807857,7.6,2.34,TRUE,2
34193,1,36,0.06125,9999,34.7826087,3.130434783,34.42627717,3.130434783,16.03,TRUE,2
34404,1,26,0.010004446,9999,13494,14,12155.305,14,24.82,TRUE,2
34860,1,11,0.00391681,9999,46977,9,42286.50196,9,22.95,TRUE,2
34908,1,1,0.022237427,9999,365.375,2.75,331.6736187,2.75,5.2,TRUE,2
35640,1,7,0.000627646,9999,9028.444444,1.888888889,8127.822536,1.888888889,86.76,TRUE,2
36401,1,13,0.015873016,9999,336,16.33333333,314.7412698,16.33333333,3.19,TRUE,2
37020,1,13,0.0125,9999,33.33333333,0.333333333,31.13958333,0.333333333,8.94,TRUE,2
37594,0,5,0.001395917,9999,4093.571429,3.428571429,3686.614984,3.428571429,99.99,TRUE,2
37631,0,27,0.028401361,9999,588,6.6,533.8342007,6.6,0,TRUE,2
38415,1,19,0.00218802,9999,2228.041667,2.125,2007.626094,2.125,25.96,TRUE,2
39083,0,44,0.000157048,9999,2653.125,0.791666667,2388.366745,0.791666667,0,TRUE,2
39418,0,16,0.022846745,9999,2473,5,2229.211423,5,0,TRUE,2
39744,0,19,0.015780191,9999,10773,35,9720.20789,35,0,TRUE,2
39744,0,0,0.000267151,9999,12477.33333,19.66666667,11243.3668,19.66666667,0,TRUE,2
40588,1,15,0.006004097,9999,14157,19,12755.503,19,6.09,TRUE,2
174831,1,13,0.003746345,9999,1824,10.5,1649.851873,10.5,17.23,TRUE,2
175587,1,23,0.0125,9999,33.33333333,1.75,32.13125,1.75,27.26,TRUE,2
175591,1,30,0.00070502,9999,591,6.166666667,537.1170192,6.166666667,63.27,TRUE,2
175824,0,43,0.009773848,9999,1385.5,3.083333333,1249.11322,3.083333333,0,TRUE,2
176017,1,4,0.02625,9999,33.33333333,2.708333333,32.80895833,2.708333333,6.83,TRUE,2
176368,0,0,0.009903325,9999,8482,24,7650.604952,24,0,TRUE,2
176368,0,11,0.006545679,9999,5932.666667,22.66666667,5355.26994,22.66666667,0,TRUE,2
176368,0,12,0.00023092,9999,1804.375,1.041666667,1624.666782,1.041666667,0,TRUE,2
176368,0,21,0.00051252,9999,2731.6,14.6,2468.660256,14.6,0,TRUE,2
176384,1,4,0.000105263,9999,3958.333333,5.916666667,3567.541719,5.916666667,6.82,TRUE,2
176661,1,32,0.002806889,9999,2731.375,1.333333333,2460.072237,1.333333333,6.66,TRUE,2
176723,0,1,0.0322364,9999,372.25,3.125,337.2286182,3.125,0,TRUE,2
178208,1,16,0.004257131,9999,2349,0,2115.002129,0,9.71,TRUE,2
178241,0,43,0.01039501,9999,40.08333333,1,36.78019751,1,0,TRUE,2
178627,0,20,0.010344243,9999,1179.4,9.4,1068.045172,9.4,0,TRUE,2
137462,0,54,0.00030106,9999,1384,0.5,1245.950151,0.5,0,TRUE,2
137963,1,0,0.001767073,9999,13468.6,5,12126.14088,5,46.28,TRUE,2
138746,1,12,0.0125,9999,160,0.8,145.46625,0.8,3.02,TRUE,2
139204,1,5,0.000896422,9999,6135.5,16,5534.050448,16,27.9,TRUE,2
139261,0,8,0.000602373,9999,2766.833333,0.5,2490.500301,0.5,0,TRUE,2
139677,1,18,0.02125,9999,33.33333333,0.75,31.435625,0.75,14.46,TRUE,2
139796,1,21,0.000814266,9999,511.7083333,0.875,462.0504071,0.875,21.94,TRUE,2
6260489,0,5,0.015763355,9999,10277,37,9275.207882,37,2.9,TRUE,2
6260489,0,3,0.001420656,9999,293.2916667,0.833333333,264.5465437,0.833333333,2.9,TRUE,2
8677543,0,0,0.000735186,9999,1360.2,1.8,1225.440368,1.8,0,TRUE,2
3987,0,8,0.001391208,9999,798.6666667,5.222222222,722.4562512,5.222222222,0,TRUE,2
4689,0,9,0.046441496,9999,207.25,6.5,191.0982207,6.5,0,TRUE,2
5810,0,8,0.043746149,9999,4869,25,4399.621873,25,0,TRUE,2
6102,0,54,0.00513347,9999,81.16666667,1.416666667,74.0442334,1.416666667,0,TRUE,2
8139,0,23,0.0125,9999,88.88888889,3.888888889,82.72847222,3.888888889,1.68,TRUE,2
10920,0,9,0.010218543,9999,670.35,2.8,605.2801093,2.8,0,TRUE,2
11194,0,16,0.00261233,9999,638,7.5,579.4513062,7.5,0,TRUE,2
11399,0,9,0.000105263,9999,19000,5.8,17104.06005,5.8,0,TRUE,2
12533,0,14,0.001026349,9999,4347,6.307692308,3916.715898,6.307692308,0,TRUE,2
14748,0,13,0.001547087,9999,13466.16667,10.66666667,12127.01744,10.66666667,0,TRUE,2
15828,0,17,0.012492887,9999,2974,10,2683.606246,10,0,TRUE,2
16209,0,8,0.0125,9999,33.33333333,2.958333333,32.07708333,2.958333333,0,TRUE,2
17957,0,52,0.008354147,9999,11611,16,10461.10418,16,0,TRUE,2
20675,0,15,0.012745776,9999,1124.555556,0.777777778,1012.650817,0.777777778,0,TRUE,2
22543,0,3,0.000700967,9999,620.2608696,0.695652174,558.7220896,0.695652174,0,TRUE,2
24290,0,13,0.0125,9999,133.3333333,2.333333333,121.6395833,2.333333333,0,TRUE,2
24414,0,11,0.029724933,9999,93.91666667,0.916666667,85.18152913,0.916666667,0,TRUE,2
26630,0,49,0.003871759,9999,57080,35,51396.50194,35,0,TRUE,2
28619,0,41,0.000404253,9999,6184.25,5,5569.325202,5,0,TRUE,2
28869,0,5,0.002059509,9999,6150.333333,11.66666667,5543.467696,11.66666667,114.38,TRUE,2
28869,0,29,0.002857143,9999,364.5833333,1.583333333,329.2347619,1.583333333,114.38,TRUE,2
28869,0,8,0.001549804,9999,1881.958333,4.041666667,1696.592442,4.041666667,114.38,TRUE,2
28869,0,45,0.001900057,9999,526.3,4.2,476.61095,4.2,114.38,TRUE,2
28869,0,33,0.0125,9999,88.88888889,0.111111111,80.08402778,0.111111111,114.38,TRUE,2
28869,0,0,0.015533439,9999,537.55,1.5,484.8527667,1.5,114.38,TRUE,2
31369,0,51,0.0125,9999,33.33333333,0.791666667,30.56041667,0.791666667,0,TRUE,2
34957,0,12,0.005086499,9999,3163.454545,6.090909091,2851.375271,6.090909091,0,TRUE,2
35097,0,27,0.030177696,9999,1088,27,998.1150888,27,0,TRUE,2
37594,0,13,0.000246585,9999,10138.5,2.25,9126.225123,2.25,99.99,TRUE,2
37885,0,47,0.0125,9999,50,0.5,45.35625,0.5,0,TRUE,2
39083,0,16,0.018498269,9999,457.25,5.833333333,415.6175825,5.833333333,0,TRUE,2
39418,0,17,0.02954742,9999,533.6923077,1.692307692,481.522466,1.692307692,0,TRUE,2
42280,0,4,0.044645694,9999,349.6666667,4.777777778,318.0667673,4.777777778,0,TRUE,2
43018,0,5,0.0125,9999,114.2857143,6,107.0633929,6,0,TRUE,2
46815,0,9,0.008432658,9999,3728.888889,2.666666667,3357.870883,2.666666667,0,TRUE,2
48105,0,14,0.001555452,9999,714.3333333,13.22222222,652.1563333,13.22222222,0,TRUE,2
48941,0,7,0.03875,9999,100,2.75,91.944375,2.75,0,TRUE,2
49845,0,31,0.055,9999,36.36363636,0.909090909,33.39113636,0.909090909,0,TRUE,2
50005,0,17,0.0125,9999,114.2857143,4.571428571,106.0633929,4.571428571,0,TRUE,2
50079,0,4,0.0125,9999,33.33333333,1.5,31.05625,1.5,0,TRUE,2
50149,0,20,0.010672359,9999,937,8,848.9053362,8,53.66,TRUE,2
50649,0,57,0.0125,9999,72.72727273,7.272727273,70.55170455,7.272727273,0,TRUE,2
50841,0,10,0.001347164,9999,1484.6,0.2,1336.280674,0.2,0,TRUE,2
53047,0,7,0.001989727,9999,5402.75,3.25,4864.750995,3.25,0,TRUE,2
53975,0,13,0.03375,9999,33.33333333,1,30.716875,1,0,TRUE,2
53975,0,3,0.003001,9999,499.8333333,0.166666667,449.9681672,0.166666667,0,TRUE,2
54441,0,13,0.002013693,9999,206.9166667,2.083333333,187.6843402,2.083333333,0,TRUE,2
55051,0,19,0.0125,9999,50,0.375,45.26875,0.375,0,TRUE,2
55642,0,2,0.000420451,9999,991,1.25,892.7752102,1.25,0,TRUE,2
56387,0,17,0.001792016,9999,1511.333333,0.791666667,1360.755063,0.791666667,0,TRUE,2
58025,0,27,0.000852632,9999,9500,10.2,8557.140426,10.2,0,TRUE,2
58043,0,15,0.002273887,9999,2693.625,0.875,2424.876137,0.875,0,TRUE,2
58534,0,20,0.037052994,9999,2321,7,2093.818526,7,0,TRUE,2
59685,0,7,0.000105263,9999,4130.434783,2.173913043,3718.913096,2.173913043,0,TRUE,2
59861,0,37,0.0325,9999,200,5.75,184.04125,5.75,0,TRUE,2
60060,0,1,0.001759993,9999,1799.25,2.166666667,1620.842547,2.166666667,0,TRUE,2
60093,0,0,0.03688709,9999,889.2,5.6,804.2184435,5.6,0,TRUE,2
61137,0,21,0.0125,9999,47.05882353,1.411764706,43.34742647,1.411764706,0,TRUE,2
63234,0,2,0.002371201,9999,4639,4,4177.901186,4,0,TRUE,2
63366,0,9,0.017804437,9999,1050.3,16.4,956.7589022,16.4,0,TRUE,2
64174,0,30,0.033660377,9999,662.5,6.4,600.7468302,6.4,0,TRUE,2
64633,0,7,0.023933856,9999,2298,10.75,2075.736967,10.75,0,TRUE,2
66405,1,25,0.04,9999,114.2857143,8,109.3771429,8,29.56,TRUE,2
66518,1,11,0.04,9999,33.33333333,3.541666667,33.39916667,3.541666667,99.99,TRUE,2
68631,0,45,0.00205846,9999,4858,23,4388.301029,23,0,TRUE,2
69365,0,2,0.000738607,9999,564.125,3.666666667,510.279536,3.666666667,0,TRUE,2
69730,0,20,0.000122519,9999,3400.833333,6.333333333,3065.183395,6.333333333,0,TRUE,2
70218,0,9,0.0125,9999,36.36363636,2.227272727,34.29261364,2.227272727,0,TRUE,2
71159,0,11,0.0125,9999,800,6,724.20625,6,0,TRUE,2
73302,0,18,0.0125,9999,88.88888889,18.44444444,92.91736111,18.44444444,0,TRUE,2
75531,0,24,0.000458274,9999,948.7391304,1,854.5654465,1,0,TRUE,2
80199,0,35,0.0325,9999,42.10526316,1,38.61098684,1,0,TRUE,2
80614,0,8,0.004938272,9999,112.5,1.333333333,102.1858025,1.333333333,0,TRUE,2
80658,0,19,0.014662976,9999,13367,12,12038.70733,12,0,TRUE,2
82493,0,7,0.002601908,9999,2882.5,9.25,2600.726301,9.25,0,TRUE,2
82963,0,15,0.000336842,9999,47500,21,42764.70017,21,0,TRUE,2
83115,0,23,0.002508781,9999,3986,54,3625.201254,54,0,TRUE,2
83917,0,26,0.050905684,9999,800.5,32.75,743.4004528,32.75,0,TRUE,2
84135,0,41,0.001410461,9999,3097.157895,4.842105263,2790.832284,4.842105263,0,TRUE,2
88510,0,43,0.005669507,9999,27692,33,24945.90283,33,0,TRUE,2
89951,0,5,0.0125,9999,40,0.1,36.07625,0.1,0,TRUE,2
90258,0,8,0.027874564,9999,6888,31,6220.913937,31,0,TRUE,2
90443,0,6,0.00045939,9999,1360.5,0.9375,1225.10648,0.9375,0,TRUE,2
92310,0,2,0.002794857,9999,894.5,12,813.4513974,12,0,TRUE,2
94135,0,41,0.001172906,9999,3410.333333,2.444444444,3071.011698,2.444444444,0,TRUE,2
94534,0,21,0.02875,9999,266.6666667,13,249.114375,13,0,TRUE,2
95548,0,30,0.008158724,9999,770.4285714,2.714285714,695.2897936,2.714285714,0,TRUE,2
95666,0,35,0.016281513,9999,181.3333333,0.19047619,163.3414741,0.19047619,0,TRUE,2
96879,0,26,0.0125,9999,42.10526316,1.473684211,38.93256579,1.473684211,0,TRUE,2
97418,0,16,0.000831463,9999,501.125,0.875,451.6254157,0.875,0,TRUE,2
98137,0,4,0.003460635,9999,1348.5,6.333333333,1218.085064,6.333333333,2.44,TRUE,2
100298,0,17,0.02625,9999,38.0952381,6.476190476,38.83217262,6.476190476,0,TRUE,2
100690,0,3,0.0125,9999,200,16,191.20625,16,0,TRUE,2
103069,0,22,0.02375,9999,266.6666667,14,249.811875,14,0,TRUE,2
103304,0,0,0.007188998,9999,959.8,6.3,868.2335945,6.3,0,TRUE,2
103534,0,57,0.001273885,9999,327.0833333,3.125,296.5631369,3.125,0,TRUE,2
103795,0,25,0.001031885,9999,692.2142857,3.428571429,625.3933731,3.428571429,0,TRUE,2
104116,0,0,0.018258587,9999,8763,37,7912.609129,37,0,TRUE,2
104999,0,52,0.004240882,9999,157.2,3.2,143.7221204,3.2,0,TRUE,2
106713,0,34,0.0125,9999,800,27,738.90625,27,0,TRUE,2
106875,0,0,0.000976849,9999,487.4761905,0.238095238,438.8957265,0.238095238,0,TRUE,2
108504,0,57,0.049635036,9999,89.34782609,1.47826087,81.47264361,1.47826087,0,TRUE,2
111689,0,2,0.002654777,9999,1224.208333,2.791666667,1103.742994,2.791666667,0,TRUE,2
112054,0,9,0.000431579,9999,4318.181818,3.090909091,3888.527489,3.090909091,0,TRUE,2
115423,0,1,0.000308938,9999,1348.708333,0.25,1214.012654,0.25,0,TRUE,2
115448,0,57,0.0125,9999,133.3333333,1.166666667,120.8229167,1.166666667,0,TRUE,2
115733,0,15,0.0125,9999,33.33333333,5.375,33.76875,5.375,0,TRUE,2
116522,0,16,0.009629347,9999,545.2083333,3,492.7923147,3,0,TRUE,2
116956,0,6,0.017637733,9999,504.6,3.1,456.3188189,3.1,15.72,TRUE,2
117118,0,16,0.006650391,9999,494.9583333,1.416666667,446.4574919,1.416666667,0,TRUE,2
120951,0,6,0.0125,9999,33.33333333,1.833333333,31.28958333,1.833333333,0,TRUE,2
121325,0,12,0.038229376,9999,3479,59,3172.419115,59,0,TRUE,2
122961,0,0,0.03375,9999,33.33333333,2.916666667,32.05854167,2.916666667,0,TRUE,2
123561,0,19,0.060578662,9999,442.4,7,403.0902893,7,0,TRUE,2
124637,0,24,0.029097485,9999,3041.5,20.5,2751.714549,20.5,0,TRUE,2
125998,0,0,0.000739754,9999,1689.75,0.5,1521.12537,0.5,0,TRUE,2
126274,0,26,0.0325,9999,40,10,43.01625,10,0,TRUE,2
127071,0,14,0.0125,9999,266.6666667,4.666666667,243.2729167,4.666666667,0,TRUE,2
128257,0,3,0.001554847,9999,1169.363636,19.18181818,1065.855323,19.18181818,0,TRUE,2
130666,0,14,0.004965243,9999,201.4,1.1,182.0324826,1.1,0,TRUE,2
131449,0,15,0.0125,9999,400,1.5,361.05625,1.5,0,TRUE,2
131903,0,3,0.022806493,9999,1434.428571,1.714285714,1292.197118,1.714285714,0,TRUE,2
134117,0,11,0.000865276,9999,2889.25,17.5,2612.575433,17.5,0,TRUE,2
134932,0,50,0.0125,9999,114.2857143,3.428571429,105.2633929,3.428571429,0,TRUE,2
134953,0,12,0.004249894,9999,147.0625,0.8125,132.9271249,0.8125,0,TRUE,2
139261,0,6,0.007492912,9999,1234.5,8.5,1117.003746,8.5,0,TRUE,2
139455,0,0,0.018110318,9999,508.5789474,3.736842105,460.3458973,3.736842105,40.91,TRUE,2
141171,0,30,0.0125,9999,800,58,760.60625,58,0,TRUE,2
142507,0,14,0.0125,9999,47.05882353,0.705882353,42.85330882,0.705882353,0,TRUE,2
145795,0,8,0.006135811,9999,7293.25,33.25,6587.203068,33.25,0,TRUE,2
145985,0,10,0.002488021,9999,7234.666667,33,6534.301244,33,0,TRUE,2
148405,0,0,0.02662392,9999,298.9166667,1.541666667,270.1174786,1.541666667,0,TRUE,2
149933,0,4,0.007051713,9999,124.0833333,0.75,112.2035259,0.75,0,TRUE,2
150192,0,47,0.0125,9999,160,2.8,145.96625,2.8,0,TRUE,2
150755,0,10,0.010268657,9999,348.9583333,4.791666667,317.421801,4.791666667,0,TRUE,2
150755,0,8,0.0007259,9999,1722,2.5,1551.550363,2.5,0,TRUE,2
150755,0,37,0.011500975,9999,244.2857143,1.333333333,220.7962267,1.333333333,0,TRUE,2
152529,0,10,0.005133099,9999,30391,50,27386.90257,50,0,TRUE,2
152621,0,4,0.004545455,9999,275,4.625,250.7397727,4.625,0,TRUE,2
154680,0,0,0.000219462,9999,4142.363636,1.545454545,3729.209201,1.545454545,0,TRUE,2
154834,0,7,0.011655581,9999,1365.583333,3.916666667,1231.772494,3.916666667,0,TRUE,2
155090,0,5,0.003785302,9999,9554.5,22,8614.451893,22,0,TRUE,2
156378,0,15,0.000328009,9999,3810.875,8.25,3435.562664,8.25,0,TRUE,2
159121,0,10,0.000230102,9999,21729.5,2,19557.95012,2,0,TRUE,2
159375,0,5,0.0125,9999,800,56,759.20625,56,0,TRUE,2
164751,0,46,0.004094737,9999,9500,17.5,8562.252047,17.5,0,TRUE,2
164763,0,8,0.022411693,9999,8210,33,7412.111206,33,0,TRUE,2
164901,0,15,0.001980721,9999,2524.333333,7,2276.80099,7,0,TRUE,2
166065,0,20,0.004139651,9999,4010,9.4,3615.58207,9.4,0,TRUE,2
166367,0,7,0.002109408,9999,1422.2,5.9,1284.111055,5.9,0,TRUE,2
167048,0,0,0.00100321,9999,586.3529412,1.352941176,528.6652075,1.352941176,0,TRUE,2
167647,0,11,0.0125,9999,44.44444444,0.444444444,40.31736111,0.444444444,0,TRUE,2
167747,0,59,0.0125,9999,114.2857143,6,107.0633929,6,0,TRUE,2
168837,0,13,0.053642715,9999,167,1.25,151.2018214,1.25,0,TRUE,2
168906,0,14,0.004669699,9999,1307.421053,2.315789474,1178.302335,2.315789474,0,TRUE,2
170479,0,45,0.006003146,9999,24154,21,21753.303,21,0,TRUE,2
170787,0,4,0.0125,9999,114.2857143,4.571428571,106.0633929,4.571428571,0,TRUE,2
172391,0,0,0.012003601,9999,416.5416667,1.166666667,375.7101685,1.166666667,0,TRUE,2
172396,0,30,0.001874063,9999,222.3333333,0.666666667,200.5676037,0.666666667,0,TRUE,2
172599,0,0,0.067044381,9999,151.2857143,0.571428571,136.590665,0.571428571,0,TRUE,2
173547,0,12,0.032655781,9999,250.0833333,2.625,226.9288279,2.625,0,TRUE,2
174684,0,14,0.04625,9999,80,2.2,73.563125,2.2,0,TRUE,2
175040,0,7,0.00407969,9999,7353.5,5,6621.65204,5,0,TRUE,2
175824,0,13,0.013603696,9999,508.173913,1.782608696,458.6111497,1.782608696,0,TRUE,2
176368,0,38,0.000143972,9999,6945.8,9.1,6257.590072,9.1,0,TRUE,2
176368,0,48,0.0125,9999,266.6666667,4.666666667,243.2729167,4.666666667,0,TRUE,2
176643,0,4,0.00684629,9999,754.6666667,2.666666667,681.0700898,2.666666667,0,TRUE,2
176723,0,24,0.03375,9999,40,8.45,41.931875,8.45,0,TRUE,2
178241,0,27,0.0125,9999,160,4.2,146.94625,4.2,0,TRUE,2
178572,0,23,0.0125,9999,44.44444444,0.333333333,40.23958333,0.333333333,0,TRUE,2
178627,0,0,0.004752724,9999,4460.6,6.8,4019.302376,6.8,0,TRUE,2
178860,0,37,0.0125,9999,800,0,720.00625,0,0,TRUE,2
179634,0,11,0.00083091,9999,2005.833333,9.833333333,1812.133749,9.833333333,0,TRUE,2
179808,0,7,0.033647376,9999,5201,47,4713.816824,47,0,TRUE,2
180182,0,6,0.00194704,9999,214,1,193.3009735,1,0,TRUE,2
180953,0,24,0.003869969,9999,112.3478261,1.086956522,101.875848,1.086956522,0,TRUE,2
181031,0,12,0.011424387,9999,1706.875,4.875,1539.605712,4.875,0,TRUE,2
181687,0,6,0.021239855,9999,263.2272727,2,238.3151654,2,0,TRUE,2
185151,0,51,0.003691399,9999,225.75,0,203.1768457,0,0,TRUE,2
185333,0,55,0.000374588,9999,26696,19,24039.70019,19,0,TRUE,2
185511,0,0,0.000327761,9999,6102,1.4,5492.780164,1.4,0,TRUE,2
186043,0,3,0.021803089,9999,1119.647059,0.294117647,1007.899137,0.294117647,0,TRUE,2
186377,0,20,0.016785797,9999,21685,31,19538.20839,31,0,TRUE,2
187113,0,5,0.023368481,9999,1403.6,9.2,1269.691684,9.2,0,TRUE,2
187259,0,4,0.0125,9999,160,4.2,146.94625,4.2,0,TRUE,2
187259,0,27,0.0125,9999,800,41,748.70625,41,0,TRUE,2
188142,0,14,0.013683588,9999,11839,26,10673.30684,26,0,TRUE,2
189623,0,8,0.001458364,9999,285.7083333,2.125,258.6257292,2.125,0,TRUE,2
189913,0,7,0.0125,9999,266.6666667,11.66666667,248.1729167,11.66666667,0,TRUE,2
190027,0,24,0.000894737,9999,13571.42857,16.85714286,12226.08616,16.85714286,0,TRUE,2
193583,0,7,0.044034951,9999,2311.8,5.2,2084.282017,5.2,0,TRUE,2
200376,0,0,0.002850272,9999,467.7916667,1,421.7139251,1,0,TRUE,2
200858,0,38,0.019151139,9999,161,2.166666667,146.4262422,2.166666667,0,TRUE,2
203012,0,32,0.0625,9999,800,3,722.13125,3,0,TRUE,2
206019,1,30,0.002468857,9999,7746.5,4.125,6975.638734,4.125,4.81,TRUE,2
206085,1,39,0.000121794,9999,8210.6,10.7,7397.930061,10.7,4.41,TRUE,2
208657,1,29,0.02041628,9999,685.7272727,2.090909091,619.52839,2.090909091,9.02,TRUE,2
208902,1,3,0.000828775,9999,1759.625,1.666666667,1585.729581,1.666666667,1.77,TRUE,2
209537,1,0,0.03847895,9999,736.3333333,22.33333333,679.2525728,22.33333333,85.45,TRUE,2
214167,1,43,0.002538404,9999,2405.157895,1.526315789,2166.611796,1.526315789,5.54,TRUE,2
214486,1,15,0.002026342,9999,214.5652174,1.130434783,194.8010132,1.130434783,99.99,TRUE,2
214654,1,20,0.0125,9999,400,7,365.80625,7,26.04,TRUE,2
214726,1,18,0.0125,9999,88.88888889,3.222222222,83.16180556,3.222222222,87.3,TRUE,2
215229,1,55,0.0125,9999,800,31,742.60625,31,5.51,TRUE,2
215412,1,27,0.006261629,9999,27948,12,25162.50313,12,18.24,TRUE,2
217645,1,10,0.011439902,9999,298,7.318181818,274.2284472,7.318181818,19.02,TRUE,2
217945,1,0,0.001119269,9999,1116.8,0.5,1006.37056,0.5,35.51,TRUE,2
218197,1,19,0.0325,9999,133.3333333,6.666666667,125.5829167,6.666666667,21.72,TRUE,2
218817,0,13,0.001170001,9999,1068.375,1,962.238085,1,0,TRUE,2
218817,0,37,0.0125,9999,36.36363636,3.363636364,35.08806818,3.363636364,0,TRUE,2
220329,0,0,0.0125,9999,57.14285714,2.357142857,53.08482143,2.357142857,0,TRUE,2
221352,0,6,0.000129944,9999,3206.5,2.958333333,2887.920898,2.958333333,0,TRUE,2
222706,0,9,0.047580645,9999,248,8.4,229.1037903,8.4,0,TRUE,2
223118,0,7,0.002298851,9999,435,2.8,393.4611494,2.8,0,TRUE,2
223528,0,1,0.003216158,9999,1295.541667,6,1170.189108,6,0,TRUE,2
223785,0,4,0.000405811,9999,6160.5,13.75,5554.075203,13.75,0,TRUE,2
224374,0,21,0.001287761,9999,18637,39,16800.60064,39,0,TRUE,2
224806,0,0,0.003554059,9999,222.75,0.625,200.914277,0.625,0,TRUE,2
225321,0,0,0.0125,9999,80,2.1,73.47625,2.1,0,TRUE,2
225445,0,47,0.04125,9999,200,3.5,182.470625,3.5,0,TRUE,2
225663,0,9,0.0125,9999,133.3333333,6,124.20625,6,0,TRUE,2
231296,1,46,0.026936027,9999,123.75,0.916666667,112.9301347,0.916666667,46.55,TRUE,2
231463,1,5,0.001665834,9999,428.7857143,1.642857143,387.9579758,1.642857143,10.67,TRUE,2
234459,1,0,0.004557433,9999,1535.952381,3.523809524,1385.726088,3.523809524,7.71,TRUE,2
235628,1,34,0.000764818,9999,1188.636364,4.454545455,1073.791292,4.454545455,19.05,TRUE,2
236474,0,44,0.0125,9999,100,18.5,102.95625,18.5,113.38,TRUE,2
236474,0,6,0.002269092,9999,1792.2,4.333333333,1616.014468,4.333333333,113.38,TRUE,2
237037,0,11,0.04281768,9999,2172,22,1970.221409,22,0,TRUE,2
237758,0,14,0.04125,9999,33.33333333,1.708333333,31.21645833,1.708333333,0,TRUE,2
238581,0,0,0.001758396,9999,258.5,1.318181818,233.5736065,1.318181818,0,TRUE,2
239989,0,59,0.001316136,9999,316.5833333,7,289.8256581,7,0,TRUE,2
265656,0,0,0.01875,9999,80,0.4,72.289375,0.4,0,TRUE,2
292281,0,12,0.00055209,9999,787.5217391,3.913043478,711.5089717,3.913043478,0,TRUE,2
292569,0,46,0.0125,9999,800,52,756.40625,52,0,TRUE,2
316247,0,29,0.028530414,9999,5573,41,5044.414265,41,6.18,TRUE,2
317489,0,5,0.0125,9999,33.33333333,1.083333333,30.76458333,1.083333333,21.27,TRUE,2
338381,0,8,0.010487353,9999,180.1111111,1.666666667,163.2719103,1.666666667,0,TRUE,2
343837,0,0,0.039437141,9999,225.0416667,7.25,207.6322186,7.25,0,TRUE,2
380601,1,52,0.000324317,9999,3854.25,6.375,3474.187662,6.375,16.01,TRUE,2
426784,0,39,0.00074129,9999,1124.166667,11.16666667,1019.567037,11.16666667,0,TRUE,2
431707,0,8,0.0125,9999,42.10526316,1,38.60098684,1,0,TRUE,2
446619,1,42,0.004662005,9999,122.5714286,4,114.0166167,4,43.67,TRUE,2
475001,0,0,0.014353163,9999,661.875,12,604.0946766,12,0,TRUE,2
475382,0,5,0.002193175,9999,1628.428571,35.71428571,1490.586811,35.71428571,45.38,TRUE,2
475382,0,52,0.001325381,9999,314.375,1.458333333,283.958996,1.458333333,45.38,TRUE,2
487078,0,6,0.000650957,9999,667.9130435,3.304347826,603.4351081,3.304347826,0,TRUE,2
492470,0,31,0.02375,9999,33.33333333,3.791666667,32.66604167,3.791666667,0,TRUE,2
510190,0,0,0.025596679,9999,8673,21,7820.412798,21,0,TRUE,2
